id,length,starting_pitch,sequence
612,9,B,"B, B, S, S, F, B, F, F, B"
613,9,B,"B, B, S, S, F, F, B, F, B"
614,9,B,"B, B, S, S, F, F, F, B, B"
615,9,B,"B, B, S, C, B, F, F, F, B"
616,9,B,"B, B, S, C, F, B, F, F, B"
617,9,B,"B, B, S, C, F, F, B, F, B"
618,9,B,"B, B, S, C, F, F, F, B, B"
619,9,B,"B, B, S, F, B, F, F, F, B"
620,9,B,"B, B, S, F, F, B, F, F, B"
621,9,B,"B, B, S, F, F, F, B, F, B"
622,9,B,"B, B, S, F, F, F, F, B, B"
623,9,B,"B, B, C, B, S, F, F, F, B"
624,9,B,"B, B, C, B, C, F, F, F, B"
625,9,B,"B, B, C, B, F, F, F, F, B"
626,9,B,"B, B, C, S, B, F, F, F, B"
627,9,B,"B, B, C, S, F, B, F, F, B"
628,9,B,"B, B, C, S, F, F, B, F, B"
629,9,B,"B, B, C, S, F, F, F, B, B"
630,9,B,"B, B, C, C, B, F, F, F, B"
631,9,B,"B, B, C, C, F, B, F, F, B"
632,9,B,"B, B, C, C, F, F, B, F, B"
633,9,B,"B, B, C, C, F, F, F, B, B"
634,9,B,"B, B, C, F, B, F, F, F, B"
635,9,B,"B, B, C, F, F, B, F, F, B"
636,9,B,"B, B, C, F, F, F, B, F, B"
637,9,B,"B, B, C, F, F, F, F, B, B"
638,9,B,"B, B, F, B, S, F, F, F, B"
639,9,B,"B, B, F, B, C, F, F, F, B"
640,9,B,"B, B, F, B, F, F, F, F, B"
641,9,B,"B, B, F, S, B, F, F, F, B"
642,9,B,"B, B, F, S, F, B, F, F, B"
643,9,B,"B, B, F, S, F, F, B, F, B"
644,9,B,"B, B, F, S, F, F, F, B, B"
645,9,B,"B, B, F, C, B, F, F, F, B"
646,9,B,"B, B, F, C, F, B, F, F, B"
647,9,B,"B, B, F, C, F, F, B, F, B"
648,9,B,"B, B, F, C, F, F, F, B, B"
649,9,B,"B, B, F, F, B, F, F, F, B"
650,9,B,"B, B, F, F, F, B, F, F, B"
651,9,B,"B, B, F, F, F, F, B, F, B"
652,9,B,"B, B, F, F, F, F, F, B, B"
653,9,B,"B, S, B, B, S, F, F, F, B"
654,9,B,"B, S, B, B, C, F, F, F, B"
655,9,B,"B, S, B, B, F, F, F, F, B"
656,9,B,"B, S, B, S, B, F, F, F, B"
657,9,B,"B, S, B, S, F, B, F, F, B"
658,9,B,"B, S, B, S, F, F, B, F, B"
659,9,B,"B, S, B, S, F, F, F, B, B"
660,9,B,"B, S, B, C, B, F, F, F, B"
661,9,B,"B, S, B, C, F, B, F, F, B"
662,9,B,"B, S, B, C, F, F, B, F, B"
663,9,B,"B, S, B, C, F, F, F, B, B"
664,9,B,"B, S, B, F, B, F, F, F, B"
665,9,B,"B, S, B, F, F, B, F, F, B"
666,9,B,"B, S, B, F, F, F, B, F, B"
667,9,B,"B, S, B, F, F, F, F, B, B"
668,9,B,"B, S, S, B, B, F, F, F, B"
669,9,B,"B, S, S, B, F, B, F, F, B"
670,9,B,"B, S, S, B, F, F, B, F, B"
671,9,B,"B, S, S, B, F, F, F, B, B"
672,9,B,"B, S, S, F, B, B, F, F, B"
673,9,B,"B, S, S, F, B, F, B, F, B"
674,9,B,"B, S, S, F, B, F, F, B, B"
675,9,B,"B, S, S, F, F, B, B, F, B"
676,9,B,"B, S, S, F, F, B, F, B, B"
677,9,B,"B, S, S, F, F, F, B, B, B"
678,9,B,"B, S, C, B, B, F, F, F, B"
679,9,B,"B, S, C, B, F, B, F, F, B"
680,9,B,"B, S, C, B, F, F, B, F, B"
681,9,B,"B, S, C, B, F, F, F, B, B"
682,9,B,"B, S, C, F, B, B, F, F, B"
683,9,B,"B, S, C, F, B, F, B, F, B"
684,9,B,"B, S, C, F, B, F, F, B, B"
685,9,B,"B, S, C, F, F, B, B, F, B"
686,9,B,"B, S, C, F, F, B, F, B, B"
687,9,B,"B, S, C, F, F, F, B, B, B"
688,9,B,"B, S, F, B, B, F, F, F, B"
689,9,B,"B, S, F, B, F, B, F, F, B"
690,9,B,"B, S, F, B, F, F, B, F, B"
691,9,B,"B, S, F, B, F, F, F, B, B"
692,9,B,"B, S, F, F, B, B, F, F, B"
693,9,B,"B, S, F, F, B, F, B, F, B"
694,9,B,"B, S, F, F, B, F, F, B, B"
695,9,B,"B, S, F, F, F, B, B, F, B"
696,9,B,"B, S, F, F, F, B, F, B, B"
697,9,B,"B, S, F, F, F, F, B, B, B"
698,9,B,"B, C, B, B, S, F, F, F, B"
699,9,B,"B, C, B, B, C, F, F, F, B"
700,9,B,"B, C, B, B, F, F, F, F, B"
701,9,B,"B, C, B, S, B, F, F, F, B"
702,9,B,"B, C, B, S, F, B, F, F, B"
703,9,B,"B, C, B, S, F, F, B, F, B"
704,9,B,"B, C, B, S, F, F, F, B, B"
705,9,B,"B, C, B, C, B, F, F, F, B"
706,9,B,"B, C, B, C, F, B, F, F, B"
707,9,B,"B, C, B, C, F, F, B, F, B"
708,9,B,"B, C, B, C, F, F, F, B, B"
709,9,B,"B, C, B, F, B, F, F, F, B"
710,9,B,"B, C, B, F, F, B, F, F, B"
711,9,B,"B, C, B, F, F, F, B, F, B"
712,9,B,"B, C, B, F, F, F, F, B, B"
713,9,B,"B, C, S, B, B, F, F, F, B"
714,9,B,"B, C, S, B, F, B, F, F, B"
715,9,B,"B, C, S, B, F, F, B, F, B"
716,9,B,"B, C, S, B, F, F, F, B, B"
717,9,B,"B, C, S, F, B, B, F, F, B"
718,9,B,"B, C, S, F, B, F, B, F, B"
719,9,B,"B, C, S, F, B, F, F, B, B"
720,9,B,"B, C, S, F, F, B, B, F, B"
721,9,B,"B, C, S, F, F, B, F, B, B"
722,9,B,"B, C, S, F, F, F, B, B, B"
723,9,B,"B, C, C, B, B, F, F, F, B"
724,9,B,"B, C, C, B, F, B, F, F, B"
725,9,B,"B, C, C, B, F, F, B, F, B"
726,9,B,"B, C, C, B, F, F, F, B, B"
727,9,B,"B, C, C, F, B, B, F, F, B"
728,9,B,"B, C, C, F, B, F, B, F, B"
729,9,B,"B, C, C, F, B, F, F, B, B"
730,9,B,"B, C, C, F, F, B, B, F, B"
731,9,B,"B, C, C, F, F, B, F, B, B"
732,9,B,"B, C, C, F, F, F, B, B, B"
733,9,B,"B, C, F, B, B, F, F, F, B"
734,9,B,"B, C, F, B, F, B, F, F, B"
735,9,B,"B, C, F, B, F, F, B, F, B"
736,9,B,"B, C, F, B, F, F, F, B, B"
737,9,B,"B, C, F, F, B, B, F, F, B"
738,9,B,"B, C, F, F, B, F, B, F, B"
739,9,B,"B, C, F, F, B, F, F, B, B"
740,9,B,"B, C, F, F, F, B, B, F, B"
741,9,B,"B, C, F, F, F, B, F, B, B"
742,9,B,"B, C, F, F, F, F, B, B, B"
743,9,B,"B, F, B, B, S, F, F, F, B"
744,9,B,"B, F, B, B, C, F, F, F, B"
745,9,B,"B, F, B, B, F, F, F, F, B"
746,9,B,"B, F, B, S, B, F, F, F, B"
747,9,B,"B, F, B, S, F, B, F, F, B"
748,9,B,"B, F, B, S, F, F, B, F, B"
749,9,B,"B, F, B, S, F, F, F, B, B"
750,9,B,"B, F, B, C, B, F, F, F, B"
751,9,B,"B, F, B, C, F, B, F, F, B"
752,9,B,"B, F, B, C, F, F, B, F, B"
753,9,B,"B, F, B, C, F, F, F, B, B"
754,9,B,"B, F, B, F, B, F, F, F, B"
755,9,B,"B, F, B, F, F, B, F, F, B"
756,9,B,"B, F, B, F, F, F, B, F, B"
757,9,B,"B, F, B, F, F, F, F, B, B"
758,9,B,"B, F, S, B, B, F, F, F, B"
759,9,B,"B, F, S, B, F, B, F, F, B"
760,9,B,"B, F, S, B, F, F, B, F, B"
761,9,B,"B, F, S, B, F, F, F, B, B"
762,9,B,"B, F, S, F, B, B, F, F, B"
763,9,B,"B, F, S, F, B, F, B, F, B"
764,9,B,"B, F, S, F, B, F, F, B, B"
765,9,B,"B, F, S, F, F, B, B, F, B"
766,9,B,"B, F, S, F, F, B, F, B, B"
767,9,B,"B, F, S, F, F, F, B, B, B"
768,9,B,"B, F, C, B, B, F, F, F, B"
769,9,B,"B, F, C, B, F, B, F, F, B"
770,9,B,"B, F, C, B, F, F, B, F, B"
771,9,B,"B, F, C, B, F, F, F, B, B"
772,9,B,"B, F, C, F, B, B, F, F, B"
773,9,B,"B, F, C, F, B, F, B, F, B"
774,9,B,"B, F, C, F, B, F, F, B, B"
775,9,B,"B, F, C, F, F, B, B, F, B"
776,9,B,"B, F, C, F, F, B, F, B, B"
777,9,B,"B, F, C, F, F, F, B, B, B"
778,9,B,"B, F, F, B, B, F, F, F, B"
779,9,B,"B, F, F, B, F, B, F, F, B"
780,9,B,"B, F, F, B, F, F, B, F, B"
781,9,B,"B, F, F, B, F, F, F, B, B"
782,9,B,"B, F, F, F, B, B, F, F, B"
783,9,B,"B, F, F, F, B, F, B, F, B"
784,9,B,"B, F, F, F, B, F, F, B, B"
785,9,B,"B, F, F, F, F, B, B, F, B"
786,9,B,"B, F, F, F, F, B, F, B, B"
787,9,B,"B, F, F, F, F, F, B, B, B"
788,9,S,"S, B, B, B, S, F, F, F, B"
789,9,S,"S, B, B, B, C, F, F, F, B"
790,9,S,"S, B, B, B, F, F, F, F, B"
791,9,S,"S, B, B, S, B, F, F, F, B"
792,9,S,"S, B, B, S, F, B, F, F, B"
793,9,S,"S, B, B, S, F, F, B, F, B"
794,9,S,"S, B, B, S, F, F, F, B, B"
795,9,S,"S, B, B, C, B, F, F, F, B"
796,9,S,"S, B, B, C, F, B, F, F, B"
797,9,S,"S, B, B, C, F, F, B, F, B"
798,9,S,"S, B, B, C, F, F, F, B, B"
799,9,S,"S, B, B, F, B, F, F, F, B"
800,9,S,"S, B, B, F, F, B, F, F, B"
801,9,S,"S, B, B, F, F, F, B, F, B"
802,9,S,"S, B, B, F, F, F, F, B, B"
803,9,S,"S, B, S, B, B, F, F, F, B"
804,9,S,"S, B, S, B, F, B, F, F, B"
805,9,S,"S, B, S, B, F, F, B, F, B"
806,9,S,"S, B, S, B, F, F, F, B, B"
807,9,S,"S, B, S, F, B, B, F, F, B"
808,9,S,"S, B, S, F, B, F, B, F, B"
809,9,S,"S, B, S, F, B, F, F, B, B"
810,9,S,"S, B, S, F, F, B, B, F, B"
811,9,S,"S, B, S, F, F, B, F, B, B"
812,9,S,"S, B, S, F, F, F, B, B, B"
813,9,S,"S, B, C, B, B, F, F, F, B"
814,9,S,"S, B, C, B, F, B, F, F, B"
815,9,S,"S, B, C, B, F, F, B, F, B"
816,9,S,"S, B, C, B, F, F, F, B, B"
817,9,S,"S, B, C, F, B, B, F, F, B"
818,9,S,"S, B, C, F, B, F, B, F, B"
819,9,S,"S, B, C, F, B, F, F, B, B"
820,9,S,"S, B, C, F, F, B, B, F, B"
821,9,S,"S, B, C, F, F, B, F, B, B"
822,9,S,"S, B, C, F, F, F, B, B, B"
823,9,S,"S, B, F, B, B, F, F, F, B"
824,9,S,"S, B, F, B, F, B, F, F, B"
825,9,S,"S, B, F, B, F, F, B, F, B"
826,9,S,"S, B, F, B, F, F, F, B, B"
827,9,S,"S, B, F, F, B, B, F, F, B"
828,9,S,"S, B, F, F, B, F, B, F, B"
829,9,S,"S, B, F, F, B, F, F, B, B"
830,9,S,"S, B, F, F, F, B, B, F, B"
831,9,S,"S, B, F, F, F, B, F, B, B"
832,9,S,"S, B, F, F, F, F, B, B, B"
833,9,S,"S, S, B, B, B, F, F, F, B"
834,9,S,"S, S, B, B, F, B, F, F, B"
835,9,S,"S, S, B, B, F, F, B, F, B"
836,9,S,"S, S, B, B, F, F, F, B, B"
837,9,S,"S, S, B, F, B, B, F, F, B"
838,9,S,"S, S, B, F, B, F, B, F, B"
839,9,S,"S, S, B, F, B, F, F, B, B"
840,9,S,"S, S, B, F, F, B, B, F, B"
841,9,S,"S, S, B, F, F, B, F, B, B"
842,9,S,"S, S, B, F, F, F, B, B, B"
843,9,S,"S, S, F, B, B, B, F, F, B"
844,9,S,"S, S, F, B, B, F, B, F, B"
845,9,S,"S, S, F, B, B, F, F, B, B"
846,9,S,"S, S, F, B, F, B, B, F, B"
847,9,S,"S, S, F, B, F, B, F, B, B"
848,9,S,"S, S, F, B, F, F, B, B, B"
849,9,S,"S, S, F, F, B, B, B, F, B"
850,9,S,"S, S, F, F, B, B, F, B, B"
851,9,S,"S, S, F, F, B, F, B, B, B"
852,9,S,"S, S, F, F, F, B, B, B, B"
853,9,S,"S, C, B, B, B, F, F, F, B"
854,9,S,"S, C, B, B, F, B, F, F, B"
855,9,S,"S, C, B, B, F, F, B, F, B"
856,9,S,"S, C, B, B, F, F, F, B, B"
857,9,S,"S, C, B, F, B, B, F, F, B"
858,9,S,"S, C, B, F, B, F, B, F, B"
859,9,S,"S, C, B, F, B, F, F, B, B"
860,9,S,"S, C, B, F, F, B, B, F, B"
861,9,S,"S, C, B, F, F, B, F, B, B"
862,9,S,"S, C, B, F, F, F, B, B, B"
863,9,S,"S, C, F, B, B, B, F, F, B"
864,9,S,"S, C, F, B, B, F, B, F, B"
865,9,S,"S, C, F, B, B, F, F, B, B"
866,9,S,"S, C, F, B, F, B, B, F, B"
867,9,S,"S, C, F, B, F, B, F, B, B"
868,9,S,"S, C, F, B, F, F, B, B, B"
869,9,S,"S, C, F, F, B, B, B, F, B"
870,9,S,"S, C, F, F, B, B, F, B, B"
871,9,S,"S, C, F, F, B, F, B, B, B"
872,9,S,"S, C, F, F, F, B, B, B, B"
873,9,S,"S, F, B, B, B, F, F, F, B"
874,9,S,"S, F, B, B, F, B, F, F, B"
875,9,S,"S, F, B, B, F, F, B, F, B"
876,9,S,"S, F, B, B, F, F, F, B, B"
877,9,S,"S, F, B, F, B, B, F, F, B"
878,9,S,"S, F, B, F, B, F, B, F, B"
879,9,S,"S, F, B, F, B, F, F, B, B"
880,9,S,"S, F, B, F, F, B, B, F, B"
881,9,S,"S, F, B, F, F, B, F, B, B"
882,9,S,"S, F, B, F, F, F, B, B, B"
883,9,S,"S, F, F, B, B, B, F, F, B"
884,9,S,"S, F, F, B, B, F, B, F, B"
885,9,S,"S, F, F, B, B, F, F, B, B"
886,9,S,"S, F, F, B, F, B, B, F, B"
887,9,S,"S, F, F, B, F, B, F, B, B"
888,9,S,"S, F, F, B, F, F, B, B, B"
889,9,S,"S, F, F, F, B, B, B, F, B"
890,9,S,"S, F, F, F, B, B, F, B, B"
891,9,S,"S, F, F, F, B, F, B, B, B"
892,9,S,"S, F, F, F, F, B, B, B, B"
893,9,C,"C, B, B, B, S, F, F, F, B"
894,9,C,"C, B, B, B, C, F, F, F, B"
895,9,C,"C, B, B, B, F, F, F, F, B"
896,9,C,"C, B, B, S, B, F, F, F, B"
897,9,C,"C, B, B, S, F, B, F, F, B"
898,9,C,"C, B, B, S, F, F, B, F, B"
899,9,C,"C, B, B, S, F, F, F, B, B"
900,9,C,"C, B, B, C, B, F, F, F, B"
901,9,C,"C, B, B, C, F, B, F, F, B"
902,9,C,"C, B, B, C, F, F, B, F, B"
903,9,C,"C, B, B, C, F, F, F, B, B"
904,9,C,"C, B, B, F, B, F, F, F, B"
905,9,C,"C, B, B, F, F, B, F, F, B"
906,9,C,"C, B, B, F, F, F, B, F, B"
907,9,C,"C, B, B, F, F, F, F, B, B"
908,9,C,"C, B, S, B, B, F, F, F, B"
909,9,C,"C, B, S, B, F, B, F, F, B"
910,9,C,"C, B, S, B, F, F, B, F, B"
911,9,C,"C, B, S, B, F, F, F, B, B"
912,9,C,"C, B, S, F, B, B, F, F, B"
913,9,C,"C, B, S, F, B, F, B, F, B"
914,9,C,"C, B, S, F, B, F, F, B, B"
915,9,C,"C, B, S, F, F, B, B, F, B"
916,9,C,"C, B, S, F, F, B, F, B, B"
917,9,C,"C, B, S, F, F, F, B, B, B"
918,9,C,"C, B, C, B, B, F, F, F, B"
919,9,C,"C, B, C, B, F, B, F, F, B"
920,9,C,"C, B, C, B, F, F, B, F, B"
921,9,C,"C, B, C, B, F, F, F, B, B"
922,9,C,"C, B, C, F, B, B, F, F, B"
923,9,C,"C, B, C, F, B, F, B, F, B"
924,9,C,"C, B, C, F, B, F, F, B, B"
925,9,C,"C, B, C, F, F, B, B, F, B"
926,9,C,"C, B, C, F, F, B, F, B, B"
927,9,C,"C, B, C, F, F, F, B, B, B"
928,9,C,"C, B, F, B, B, F, F, F, B"
929,9,C,"C, B, F, B, F, B, F, F, B"
930,9,C,"C, B, F, B, F, F, B, F, B"
931,9,C,"C, B, F, B, F, F, F, B, B"
932,9,C,"C, B, F, F, B, B, F, F, B"
933,9,C,"C, B, F, F, B, F, B, F, B"
934,9,C,"C, B, F, F, B, F, F, B, B"
935,9,C,"C, B, F, F, F, B, B, F, B"
936,9,C,"C, B, F, F, F, B, F, B, B"
937,9,C,"C, B, F, F, F, F, B, B, B"
938,9,C,"C, S, B, B, B, F, F, F, B"
939,9,C,"C, S, B, B, F, B, F, F, B"
940,9,C,"C, S, B, B, F, F, B, F, B"
941,9,C,"C, S, B, B, F, F, F, B, B"
942,9,C,"C, S, B, F, B, B, F, F, B"
943,9,C,"C, S, B, F, B, F, B, F, B"
944,9,C,"C, S, B, F, B, F, F, B, B"
945,9,C,"C, S, B, F, F, B, B, F, B"
946,9,C,"C, S, B, F, F, B, F, B, B"
947,9,C,"C, S, B, F, F, F, B, B, B"
948,9,C,"C, S, F, B, B, B, F, F, B"
949,9,C,"C, S, F, B, B, F, B, F, B"
950,9,C,"C, S, F, B, B, F, F, B, B"
951,9,C,"C, S, F, B, F, B, B, F, B"
952,9,C,"C, S, F, B, F, B, F, B, B"
953,9,C,"C, S, F, B, F, F, B, B, B"
954,9,C,"C, S, F, F, B, B, B, F, B"
955,9,C,"C, S, F, F, B, B, F, B, B"
956,9,C,"C, S, F, F, B, F, B, B, B"
957,9,C,"C, S, F, F, F, B, B, B, B"
958,9,C,"C, C, B, B, B, F, F, F, B"
959,9,C,"C, C, B, B, F, B, F, F, B"
960,9,C,"C, C, B, B, F, F, B, F, B"
961,9,C,"C, C, B, B, F, F, F, B, B"
962,9,C,"C, C, B, F, B, B, F, F, B"
963,9,C,"C, C, B, F, B, F, B, F, B"
964,9,C,"C, C, B, F, B, F, F, B, B"
965,9,C,"C, C, B, F, F, B, B, F, B"
966,9,C,"C, C, B, F, F, B, F, B, B"
967,9,C,"C, C, B, F, F, F, B, B, B"
968,9,C,"C, C, F, B, B, B, F, F, B"
969,9,C,"C, C, F, B, B, F, B, F, B"
970,9,C,"C, C, F, B, B, F, F, B, B"
971,9,C,"C, C, F, B, F, B, B, F, B"
972,9,C,"C, C, F, B, F, B, F, B, B"
973,9,C,"C, C, F, B, F, F, B, B, B"
974,9,C,"C, C, F, F, B, B, B, F, B"
975,9,C,"C, C, F, F, B, B, F, B, B"
976,9,C,"C, C, F, F, B, F, B, B, B"
977,9,C,"C, C, F, F, F, B, B, B, B"
978,9,C,"C, F, B, B, B, F, F, F, B"
979,9,C,"C, F, B, B, F, B, F, F, B"
980,9,C,"C, F, B, B, F, F, B, F, B"
981,9,C,"C, F, B, B, F, F, F, B, B"
982,9,C,"C, F, B, F, B, B, F, F, B"
983,9,C,"C, F, B, F, B, F, B, F, B"
984,9,C,"C, F, B, F, B, F, F, B, B"
985,9,C,"C, F, B, F, F, B, B, F, B"
986,9,C,"C, F, B, F, F, B, F, B, B"
987,9,C,"C, F, B, F, F, F, B, B, B"
988,9,C,"C, F, F, B, B, B, F, F, B"
989,9,C,"C, F, F, B, B, F, B, F, B"
990,9,C,"C, F, F, B, B, F, F, B, B"
991,9,C,"C, F, F, B, F, B, B, F, B"
992,9,C,"C, F, F, B, F, B, F, B, B"
993,9,C,"C, F, F, B, F, F, B, B, B"
994,9,C,"C, F, F, F, B, B, B, F, B"
995,9,C,"C, F, F, F, B, B, F, B, B"
996,9,C,"C, F, F, F, B, F, B, B, B"
997,9,C,"C, F, F, F, F, B, B, B, B"
998,9,F,"F, B, B, B, S, F, F, F, B"
999,9,F,"F, B, B, B, C, F, F, F, B"
1000,9,F,"F, B, B, B, F, F, F, F, B"
1001,9,F,"F, B, B, S, B, F, F, F, B"
1002,9,F,"F, B, B, S, F, B, F, F, B"
1003,9,F,"F, B, B, S, F, F, B, F, B"
1004,9,F,"F, B, B, S, F, F, F, B, B"
1005,9,F,"F, B, B, C, B, F, F, F, B"
1006,9,F,"F, B, B, C, F, B, F, F, B"
1007,9,F,"F, B, B, C, F, F, B, F, B"
1008,9,F,"F, B, B, C, F, F, F, B, B"
1009,9,F,"F, B, B, F, B, F, F, F, B"
1010,9,F,"F, B, B, F, F, B, F, F, B"
1011,9,F,"F, B, B, F, F, F, B, F, B"
1012,9,F,"F, B, B, F, F, F, F, B, B"
1013,9,F,"F, B, S, B, B, F, F, F, B"
1014,9,F,"F, B, S, B, F, B, F, F, B"
1015,9,F,"F, B, S, B, F, F, B, F, B"
1016,9,F,"F, B, S, B, F, F, F, B, B"
1017,9,F,"F, B, S, F, B, B, F, F, B"
1018,9,F,"F, B, S, F, B, F, B, F, B"
1019,9,F,"F, B, S, F, B, F, F, B, B"
1020,9,F,"F, B, S, F, F, B, B, F, B"
1021,9,F,"F, B, S, F, F, B, F, B, B"
1022,9,F,"F, B, S, F, F, F, B, B, B"
1023,9,F,"F, B, C, B, B, F, F, F, B"
1024,9,F,"F, B, C, B, F, B, F, F, B"
1025,9,F,"F, B, C, B, F, F, B, F, B"
1026,9,F,"F, B, C, B, F, F, F, B, B"
1027,9,F,"F, B, C, F, B, B, F, F, B"
1028,9,F,"F, B, C, F, B, F, B, F, B"
1029,9,F,"F, B, C, F, B, F, F, B, B"
1030,9,F,"F, B, C, F, F, B, B, F, B"
1031,9,F,"F, B, C, F, F, B, F, B, B"
1032,9,F,"F, B, C, F, F, F, B, B, B"
1033,9,F,"F, B, F, B, B, F, F, F, B"
1034,9,F,"F, B, F, B, F, B, F, F, B"
1035,9,F,"F, B, F, B, F, F, B, F, B"
1036,9,F,"F, B, F, B, F, F, F, B, B"
1037,9,F,"F, B, F, F, B, B, F, F, B"
1038,9,F,"F, B, F, F, B, F, B, F, B"
1039,9,F,"F, B, F, F, B, F, F, B, B"
1040,9,F,"F, B, F, F, F, B, B, F, B"
1041,9,F,"F, B, F, F, F, B, F, B, B"
1042,9,F,"F, B, F, F, F, F, B, B, B"
1043,9,F,"F, S, B, B, B, F, F, F, B"
1044,9,F,"F, S, B, B, F, B, F, F, B"
1045,9,F,"F, S, B, B, F, F, B, F, B"
1046,9,F,"F, S, B, B, F, F, F, B, B"
1047,9,F,"F, S, B, F, B, B, F, F, B"
1048,9,F,"F, S, B, F, B, F, B, F, B"
1049,9,F,"F, S, B, F, B, F, F, B, B"
1050,9,F,"F, S, B, F, F, B, B, F, B"
1051,9,F,"F, S, B, F, F, B, F, B, B"
1052,9,F,"F, S, B, F, F, F, B, B, B"
1053,9,F,"F, S, F, B, B, B, F, F, B"
1054,9,F,"F, S, F, B, B, F, B, F, B"
1055,9,F,"F, S, F, B, B, F, F, B, B"
1056,9,F,"F, S, F, B, F, B, B, F, B"
1057,9,F,"F, S, F, B, F, B, F, B, B"
1058,9,F,"F, S, F, B, F, F, B, B, B"
1059,9,F,"F, S, F, F, B, B, B, F, B"
1060,9,F,"F, S, F, F, B, B, F, B, B"
1061,9,F,"F, S, F, F, B, F, B, B, B"
1062,9,F,"F, S, F, F, F, B, B, B, B"
1063,9,F,"F, C, B, B, B, F, F, F, B"
1064,9,F,"F, C, B, B, F, B, F, F, B"
1065,9,F,"F, C, B, B, F, F, B, F, B"
1066,9,F,"F, C, B, B, F, F, F, B, B"
1067,9,F,"F, C, B, F, B, B, F, F, B"
1068,9,F,"F, C, B, F, B, F, B, F, B"
1069,9,F,"F, C, B, F, B, F, F, B, B"
1070,9,F,"F, C, B, F, F, B, B, F, B"
1071,9,F,"F, C, B, F, F, B, F, B, B"
1072,9,F,"F, C, B, F, F, F, B, B, B"
1073,9,F,"F, C, F, B, B, B, F, F, B"
1074,9,F,"F, C, F, B, B, F, B, F, B"
1075,9,F,"F, C, F, B, B, F, F, B, B"
1076,9,F,"F, C, F, B, F, B, B, F, B"
1077,9,F,"F, C, F, B, F, B, F, B, B"
1078,9,F,"F, C, F, B, F, F, B, B, B"
1079,9,F,"F, C, F, F, B, B, B, F, B"
1080,9,F,"F, C, F, F, B, B, F, B, B"
1081,9,F,"F, C, F, F, B, F, B, B, B"
1082,9,F,"F, C, F, F, F, B, B, B, B"
1083,9,F,"F, F, B, B, B, F, F, F, B"
1084,9,F,"F, F, B, B, F, B, F, F, B"
1085,9,F,"F, F, B, B, F, F, B, F, B"
1086,9,F,"F, F, B, B, F, F, F, B, B"
1087,9,F,"F, F, B, F, B, B, F, F, B"
1088,9,F,"F, F, B, F, B, F, B, F, B"
1089,9,F,"F, F, B, F, B, F, F, B, B"
1090,9,F,"F, F, B, F, F, B, B, F, B"
1091,9,F,"F, F, B, F, F, B, F, B, B"
1092,9,F,"F, F, B, F, F, F, B, B, B"
1093,9,F,"F, F, F, B, B, B, F, F, B"
1094,9,F,"F, F, F, B, B, F, B, F, B"
1095,9,F,"F, F, F, B, B, F, F, B, B"
1096,9,F,"F, F, F, B, F, B, B, F, B"
1097,9,F,"F, F, F, B, F, B, F, B, B"
1098,9,F,"F, F, F, B, F, F, B, B, B"
1099,9,F,"F, F, F, F, B, B, B, F, B"
1100,9,F,"F, F, F, F, B, B, F, B, B"
1101,9,F,"F, F, F, F, B, F, B, B, B"
1102,9,F,"F, F, F, F, F, B, B, B, B"
1103,10,B,"B, B, B, S, S, F, F, F, F, B"
1104,10,B,"B, B, B, S, C, F, F, F, F, B"
1105,10,B,"B, B, B, S, F, F, F, F, F, B"
1106,10,B,"B, B, B, C, S, F, F, F, F, B"
1107,10,B,"B, B, B, C, C, F, F, F, F, B"
1108,10,B,"B, B, B, C, F, F, F, F, F, B"
1109,10,B,"B, B, B, F, S, F, F, F, F, B"
1110,10,B,"B, B, B, F, C, F, F, F, F, B"
1111,10,B,"B, B, B, F, F, F, F, F, F, B"
1112,10,B,"B, B, S, B, S, F, F, F, F, B"
1113,10,B,"B, B, S, B, C, F, F, F, F, B"
1114,10,B,"B, B, S, B, F, F, F, F, F, B"
1115,10,B,"B, B, S, S, B, F, F, F, F, B"
1116,10,B,"B, B, S, S, F, B, F, F, F, B"
1117,10,B,"B, B, S, S, F, F, B, F, F, B"
1118,10,B,"B, B, S, S, F, F, F, B, F, B"
1119,10,B,"B, B, S, S, F, F, F, F, B, B"
1120,10,B,"B, B, S, C, B, F, F, F, F, B"
1121,10,B,"B, B, S, C, F, B, F, F, F, B"
1122,10,B,"B, B, S, C, F, F, B, F, F, B"
1123,10,B,"B, B, S, C, F, F, F, B, F, B"
1124,10,B,"B, B, S, C, F, F, F, F, B, B"
1125,10,B,"B, B, S, F, B, F, F, F, F, B"
1126,10,B,"B, B, S, F, F, B, F, F, F, B"
1127,10,B,"B, B, S, F, F, F, B, F, F, B"
1128,10,B,"B, B, S, F, F, F, F, B, F, B"
1129,10,B,"B, B, S, F, F, F, F, F, B, B"
1130,10,B,"B, B, C, B, S, F, F, F, F, B"
1131,10,B,"B, B, C, B, C, F, F, F, F, B"
1132,10,B,"B, B, C, B, F, F, F, F, F, B"
1133,10,B,"B, B, C, S, B, F, F, F, F, B"
1134,10,B,"B, B, C, S, F, B, F, F, F, B"
1135,10,B,"B, B, C, S, F, F, B, F, F, B"
1136,10,B,"B, B, C, S, F, F, F, B, F, B"
1137,10,B,"B, B, C, S, F, F, F, F, B, B"
1138,10,B,"B, B, C, C, B, F, F, F, F, B"
1139,10,B,"B, B, C, C, F, B, F, F, F, B"
1140,10,B,"B, B, C, C, F, F, B, F, F, B"
